ID,titre_original,acteur_1,acteur_2,acteur_3,acteur_4,real_1,real_2,real_3,scen_1,scen_2,scen_3,scen_4,score_disctrib,genre_1,genre_2,genre_3,genre_4,genre_5,genre_6,genre_7,pays,jour_sortie,mois_sortie,annee_sortie,day_of_week_sortie,note_presse,duree,premiere_semaine_france,Budget_dollards
26866,Lucky Numbers,JohnTravolta,LisaKudrow,TimRoth,EdO&#039;Neill,Nora Ephron,,,Adam Resnick,,,,"0,02158",Comédie, Policier,,,,,,U.S.A.,1.0,8.0,2001.0,2.0,2.8,105.0,30543.0,63000000.0
26871,Queen of the Damned,StuartTownsend,Aaliyah,MargueriteMoreau,VincentPerez,Michael Rymer,,,Scott Abbott, Michael Petroni, Anne Rice,,"0,03340",Fantastique, Epouvante-horreur, Musical,,,,,U.S.A.,19.0,6.0,2002.0,2.0,2.4,101.0,248920.0,35000000.0
26880,Freddy vs. Jason,RobertEnglund,KenKirzinger,KellyRowland,JasonRitter,Ronny Yu,,,Mark Swift, Damian Shannon, Wes Craven,,"0,04368",Fantastique, Epouvante-horreur,,,,,,U.S.A.,29.0,10.0,2003.0,2.0,3.0,96.0,211082.0,30000000.0
26882,Gamer,SaidTaghmaoui,CamilledePazzis,AlexisLoret,MaudBuquet,Patrick Levy,,,Patrick Levy, Fabien Suarez, Daive Cohen,,"0,00624",Comédie,,,,,,,France,21.0,3.0,2001.0,2.0,2.4,94.0,77778.0,3240000.0
26884,Finding Forrester,SeanConnery,RobBrown,F.MurrayAbraham,AnnaPaquin,Gus Van Sant,,,Mike Rich,,,,"0,01407",Drame,,,,,,,U.S.A.,18.0,4.0,2001.0,2.0,3.4,136.0,239902.0,43000000.0
26885,"Final Fantasy, the Spirits Within",,,,,Hironobu Sakaguchi, Monotori Sakakibara,,Hironobu Sakaguchi, Al Reinert, Jeff Vintar,,"0,01407",Animation, Science Fiction,,,,,,U.S.A.,15.0,8.0,2001.0,2.0,3.3,106.0,774733.0,137000000.0
26889,Driven,SylvesterStallone,BurtReynolds,KipPardue,StacyEdwards,Renny Harlin,,,Sylvester Stallone, Neal Tabachnick, Jan Skrentny,,"0,03340",Action,,,,,,,Canada,11.0,7.0,2001.0,2.0,2.5,117.0,157301.0,94000000.0
27022,Dinosaur,,,,,Eric Leighton, Ralph Zondag,,Walon Green, Thom Enriquez, John Harrison,,"0,00000",Aventure, Animation, Famille,,,,,U.S.A.,29.0,11.0,2000.0,2.0,3.2,82.0,33136.0,127500000.0
27042,Valentine,DavidBoreanaz,DeniseRichards,MarleyShelton,JessicaCapshaw,Jamie Blanks,,,Donna Powers, Wayne Powers, Gretchen J. Berg,,"0,03340",Epouvante-horreur, Thriller,,,,,,U.S.A.,27.0,6.0,2001.0,2.0,2.1,95.0,312115.0,29000000.0
27044,Les Jolies choses,FredericSaurel,MarionCotillard,StomyBugsy,PatrickBruel,Gilles Paquet-Brenner,,,Gilles Paquet-Brenner, Virginie Despentes, Gilles Paquet-Brenner,,"0,02331",Comédie dramatique,,,,,,,France,14.0,11.0,2001.0,2.0,2.9,105.0,117099.0,525427.0
27046,All the Pretty Horses,MattDamon,PenelopeCruz,HenryThomas,LucasBlack,Billy Bob Thornton,,,Ted Tally, Cormac McCarthy,,,"0,01407",Comédie dramatique,,,,,,,U.S.A.,6.0,6.0,2001.0,2.0,2.5,116.0,28139.0,57000000.0
27049,The Wedding Planner,JoanDelMar,JenniferLopez,MatthewMcConaughey,BridgetteWilson,Adam Shankman,,,Pamela Falks, Michael Ellis,,,"0,00000",Comédie, Romance,,,,,,Allemagne,3.0,7.0,2001.0,1.0,2.4,103.0,271382.0,35000000.0
27050,Ghosts of Mars,NatashaHenstridge,IceCube,JasonStatham,PamGrier,John Carpenter,,,Larry Sulkis, John Carpenter,,,"0,01185",Epouvante-horreur, Science Fiction,,,,,,U.S.A.,21.0,11.0,2001.0,2.0,3.4,100.0,203781.0,28000000.0
27052,Chocolat,JulietteBinoche,JohnnyDepp,AlfredMolina,JudiDench,Lasse Hallström,,,Robert Nelson Jacobs, Joanne Harris,,,"0,02579",Comédie, Drame, Romance,,,,,Grande-Bretagne,28.0,2.0,2001.0,2.0,2.3,121.0,111151.0,25000000.0
27061,Apocalypse Now,MartinSheen,FredericForrest,RobertDuvall,AlbertHall,Francis Ford Coppola,,,Francis Ford Coppola, John Milius, Michael Herr,,"0,03024",Drame, Guerre,,,,,,U.S.A.,26.0,9.0,1979.0,2.0,4.8,182.0,20537.0,31500000.0
27062,Antitrust,RyanPhillippe,ClaireForlani,RachaelLeighCook,TimRobbins,Peter Howitt,,,Howard Franklin,,,,"0,02372",Policier, Thriller,,,,,,U.S.A.,27.0,6.0,2001.0,2.0,3.0,104.0,173261.0,30000000.0
27063,Le Fabuleux destin d'Amélie Poulain,AudreyTautou,MathieuKassovitz,Rufus,IsabelleNanty,Jean-Pierre Jeunet,,,Jean-Pierre Jeunet, Guillaume Laurant, Guillaume Laurant,,"0,01549",Comédie, Fantastique, Romance,,,,,France,25.0,4.0,2001.0,2.0,4.4,120.0,1185945.0,10000000.0
27067,Thirteen Days,KevinCostner,BruceGreenwood,DrakeCook,LucindaJenney,Roger Donaldson,,,David Self,,,,"0,04368",Thriller, Guerre,,,,,,U.S.A.,10.0,10.0,2001.0,2.0,3.5,145.0,66816.0,80000000.0
27070,The Lord of the Rings: The Fellowship of the Ring,ElijahWood,SeanAstin,IanMcKellen,SalaBaker,Peter Jackson,,,Peter Jackson, Fran Walsh, Philippa Boyens,,"0,03340",Aventure, Fantastique,,,,,,U.S.A.,19.0,12.0,2001.0,2.0,3.7,178.0,1978162.0,93000000.0
27244,Das Experiment,MoritzBleibtreu,ChristianBerkel,OliverStokowski,WotanWilkeMohring,Oliver Hirschbiegel,,,Mario Giordano, Christoph Darnstädt, Don Bohlinger,,"0,04368",Thriller,,,,,,,Allemagne,21.0,5.0,2003.0,2.0,3.7,114.0,46672.0,
27405,Oblivion,TomCruise,OlgaKurylenko,MorganFreeman,AndreaRiseborough,Joseph Kosinski,,,Joseph Kosinski, Karl Gajdusek, Michael Arndt,,"0,02973",Action, Science Fiction,,,,,,U.S.A.,10.0,4.0,2013.0,2.0,2.9,126.0,598132.0,120000000.0
27415,Shrek,,,,,Andrew Adamson, Vicky Jenson,,Ted Elliott, Terry Rossio, Joe Stillman,,"0,02331",Animation, Comédie, Famille, Fantastique,,,,U.S.A.,4.0,7.0,2001.0,2.0,4.3,89.0,730850.0,60000000.0
27416,Boys and Girls,FreddiePrinzeJr.,ClaireForlani,JasonBiggs,AmandaDetmer,Robert Iscove,,,Andrew Lowery, Andrew Miller,,,"0,02579",Comédie, Romance,,,,,,U.S.A.,11.0,7.0,2001.0,2.0,2.4,93.0,56150.0,35000000.0
27417,Pearl Harbor,BenAffleck,JoshHartnett,KateBeckinsale,AlecBaldwin,Michael Bay,,,Randall Wallace,,,,"0,01122",Action, Romance, Guerre,,,,,U.S.A.,6.0,6.0,2001.0,2.0,2.7,183.0,866919.0,140000000.0
27429,Lara Croft: Tomb Raider,AngelinaJolie,IainGlen,DanielCraig,JonVoight,Simon West,,,Patrick Massett, John Zinman, Simon West,,"0,02331",Action, Aventure, Fantastique, Thriller,,,,U.S.A.,27.0,6.0,2001.0,2.0,2.6,100.0,1232897.0,115000000.0
27430,The Mummy Returns,BrendanFraser,RachelWeisz,DwayneJohnson,ArnoldVosloo,Stephen Sommers,,,Stephen Sommers,,,,"0,05263",Aventure, Fantastique,,,,,,U.S.A.,23.0,5.0,2001.0,2.0,3.0,129.0,756465.0,98000000.0
27431,Dracula 2000,GerardButler,ChristopherPlummer,JustineWaddell,JonnyLeeMiller,Patrick Lussier,,,Joel Soisson, Patrick Lussier,,,"0,02579",Epouvante-horreur,,,,,,,U.S.A.,9.0,5.0,2001.0,2.0,2.6,99.0,105868.0,54000000.0
27432,The Kid,BruceWillis,SpencerBreslin,EmilyMortimer,LilyTomlin,Jon Turteltaub,,,Audrey Wells,,,,"0,01122",Comédie,,,,,,,U.S.A.,2.0,5.0,2001.0,2.0,2.9,104.0,153747.0,65000000.0
27433,Highlander: Endgame,AdrianPaul,ChristopherLambert,BrucePayne,LisaBarbuscia,Douglas Aarniokoski,,,Joel Soisson,,,,"0,02579",Fantastique,,,,,,,U.S.A.,2.0,5.0,2001.0,2.0,2.1,101.0,152422.0,25000000.0
27434,Men of Honor,RobertDeNiro,CubaGoodingJr.,CharlizeTheron,AunjanueEllis,George Tillman Jr.,,,Scott Marshall Smith,,,,"0,01549",Biopic, Drame,,,,,,U.S.A.,2.0,5.0,2001.0,2.0,2.4,129.0,101151.0,32000000.0
27435,"Belphégor, le fantôme du Louvre",LaurentBateau,SophieMarceau,FredericDiefenthal,MichelSerrault,Jean-Paul Salomé,,,Jean-Paul Salomé, Jérôme Tonnerre, Danièle Thompson,,"0,02158",Fantastique, Epouvante-horreur,,,,,,France,4.0,4.0,2001.0,2.0,2.6,97.0,849638.0,2627135.0
27437,The Mexican,BradPitt,JuliaRoberts,JamesGandolfini,J.K.Simmons,Gore Verbinski,,,J.H. Wyman,,,,"0,02331",Aventure, Comédie, Policier, Romance,,,,Mexique,25.0,4.0,2001.0,2.0,2.4,125.0,374470.0,57000000.0
27438,La Tour Montparnasse infernale,EricJudor,RamzyBedia,MarinaFois,SergeRiaboukine,Charles Nemes,,,Eric Judor, Ramzy Bedia, Kader Aoun,,"0,01549",Comédie,,,,,,,France,28.0,2.0,2001.0,2.0,2.9,92.0,758991.0,9570000.0
27440,Almost Famous,PatrickFugit,BillyCrudup,KateHudson,FrancesMcDormand,Cameron Crowe,,,Cameron Crowe,,,,"0,01407",Comédie dramatique,,,,,,,U.S.A.,13.0,3.0,2001.0,1.0,3.8,123.0,80831.0,60000000.0
27441,15 Minutes,RoseanneBarr,RobertDeNiro,EdwardBurns,MelinaKanakaredes,John Herzfeld,,,John Herzfeld,,,,"0,04368",Thriller,,,,,,,Allemagne,4.0,4.0,2001.0,2.0,3.0,120.0,164206.0,60000000.0
27443,Traffic,MichaelDouglas,DonCheadle,BenicioDelToro,LuisGuzman,Steven Soderbergh,,,Simon Moore, Stephen Gaghan,,,"0,02579",Policier, Drame, Thriller,,,,,U.S.A.,7.0,3.0,2001.0,2.0,4.2,147.0,477351.0,48000000.0
27444,The Legend of Bagger Vance,MattDamon,WillSmith,CharlizeTheron,BruceMcGill,Robert Redford,,,Jeremy Leven,,,,"0,01549",Comédie dramatique, Fantastique, Évènement Sportif,,,,,U.S.A.,3.0,4.0,2001.0,1.0,2.8,126.0,143724.0,80000000.0
27445,Remember the Titans,DenzelWashington,WillPatton,GregoryAlanWilliams,WoodHarris,Boaz Yakin,,,Gregory Allen Howard,,,,"0,01122",Drame, Historique,,,,,,U.S.A.,18.0,4.0,2001.0,2.0,2.8,114.0,179097.0,30000000.0
27446,Un crime au paradis,JacquesVilleret,JosianeBalasko,AndreDussollier,SuzanneFlon,Jean Becker,,,Sébastien Japrisot, Jean Becker,,,"0,01549",Comédie,,,,,,,France,28.0,2.0,2001.0,2.0,2.9,90.0,430404.0,240026.0
27448,Hannibal,AnthonyHopkins,JulianneMoore,GaryOldman,RayLiotta,Ridley Scott,,,David Mamet, Steven Zaillian, Thomas Harris,,"0,02331",Thriller,,,,,,,Grande-Bretagne,28.0,2.0,2001.0,2.0,3.3,125.0,609324.0,87000000.0
27549,Bedazzled,BrendanFraser,ElizabethHurley,FrancesO&#039;Connor,OrlandoJones,Harold Ramis,,,Peter Tolan, Larry Gelbart, Harold Ramis,,"0,01549",Comédie, Fantastique, Romance,,,,,Allemagne,21.0,2.0,2001.0,2.0,3.2,93.0,168696.0,48000000.0
27550,Barnie et ses petites contrariétés,FabriceLuchini,NathalieBaye,MarieGillain,HugoSpeer,Bruno Chiche,,,,,,,"0,02579",Comédie,,,,,,,France,21.0,2.0,2001.0,2.0,2.9,85.0,352563.0,4882.0
27551,Vertical Limit,ChrisO&#039;Donnell,RobinTunney,BillPaxton,ScottGlenn,Martin Campbell,,,Robert King (III), Terry Hayes,,,"0,01407",Aventure,,,,,,,Allemagne,21.0,2.0,2001.0,2.0,2.9,125.0,554437.0,75000000.0
27552,What Women Want,MelGibson,HelenHunt,MarisaTomei,AlanAlda,Nancy Meyers,,,Josh Goldsmith, Cathy Yuspa, Diane Drake,,"0,02579",Comédie, Romance,,,,,,U.S.A.,14.0,2.0,2001.0,2.0,3.7,127.0,959614.0,70000000.0
27555,Un Aller simple,StephaneJobert,FlorenceHautier,LucPalun,AlexandrePottier,Laurent Heynemann,,,Didier Van Cauwelaert, Laurent Heynemann, Albert Algoud,,"0,02158",Comédie,,,,,,,France,30.0,5.0,2001.0,2.0,2.7,90.0,73291.0,
27763,102 Dalmatians,GlennClose,GerardDepardieu,IoanGruffudd,AliceEvans,Kevin Lima,,,Kristen Buckley, Brian Regan, Bob Tzudiker,,"0,00000",Comédie,,,,,,,U.S.A.,31.0,1.0,2001.0,2.0,2.9,100.0,666739.0,85000000.0
27764,Le Pacte des loups,SamuelLeBihan,MarkDacascos,JeremieRenier,VincentCassel,Christophe Gans,,,Stéphane Cabel, Christophe Gans, Stéphane Cabel,,"0,04368",Aventure, Historique, Epouvante-horreur,,,,,France,31.0,1.0,2001.0,2.0,3.5,150.0,1260659.0,29000000.0
27765,The Exorcist,LindaBlair,EllenBurstyn,MaxvonSydow,JasonMiller,William Friedkin,,,William Peter Blatty, William Peter Blatty,,,"0,03340",Epouvante-horreur,,,,,,,U.S.A.,11.0,9.0,1974.0,2.0,3.3,121.0,621727.0,11000000.0
27770,Cast Away,TomHanks,HelenHunt,NickSearcy,ChrisNoth,Robert Zemeckis,,,William Broyles Jr.,,,,"0,02331",Aventure, Drame,,,,,,U.S.A.,17.0,1.0,2001.0,2.0,3.7,143.0,442316.0,90000000.0
27774,Mortel transfert,Jean-HuguesAnglade,HelenedeFougerolles,Predrag&#039;Miki&#039;Manojlovic,ValentinaSauca,Jean-Jacques Beineix,,,Jean-Jacques Beineix,,,,"0,01549",Comédie dramatique, Policier,,,,,,France,10.0,1.0,2001.0,2.0,2.7,122.0,38543.0,7000000.0
27775,Lost Souls,WinonaRyder,BenChaplin,JohnHurt,PhilipBakerHall,Janusz Kaminski,,,Pierce Gardner, Betsy Stahl,,,"0,04368",Drame, Fantastique, Epouvante-horreur,,,,,U.S.A.,10.0,1.0,2001.0,2.0,2.3,95.0,43074.0,50000000.0
27777,Meet the Parents,RobertDeNiro,BenStiller,TeriPolo,BlytheDanner,Jay Roach,,,Jim Herzfeld, John Hamburg,,,"0,02331",Comédie, Romance,,,,,,U.S.A.,3.0,1.0,2001.0,2.0,3.4,107.0,215409.0,55000000.0
27791,Chicken Run,,,,,Peter Lord, Nick Park,,Karey Kirkpatrick, Kelly Asbury,,,"0,03024",Aventure, Animation, Comédie,,,,,Grande-Bretagne,13.0,12.0,2000.0,2.0,4.3,84.0,126059.0,45000000.0
27792,Unbreakable,BruceWillis,SamuelL.Jackson,RobinWright,SpencerTreatClark,M. Night Shyamalan,,,M. Night Shyamalan,,,,"0,01122",Fantastique, Thriller,,,,,,U.S.A.,27.0,12.0,2000.0,2.0,3.4,106.0,195451.0,75000000.0
27793,Le Placard,DanielAuteuil,GerardDepardieu,ThierryLhermitte,MicheleLaroque,Francis Veber,,,Francis Veber, Francis Veber,,,"0,01122",Comédie,,,,,,,France,17.0,1.0,2001.0,2.0,3.6,84.0,1190496.0,2380184.0
27920,Lascars,,,,,Albert Pereira Lazaro, Emmanuel Klotz,,Eldiablo, Izm, Alexis Dolivet,,"0,02579",Animation,,,,,,,France,17.0,6.0,2009.0,2.0,3.9,96.0,222993.0,10800000.0
27936,Origine contrôlée,PatrickLigardes,AtmenKelif,RonitElkabetz,AbderElKebir,Ahmed Bouchaala, Zakia Bouchaala,,Ahmed Bouchaala, Zakia Bouchaala, Ahmed Bouchaala,,"0,00640",Comédie,,,,,,,France,24.0,1.0,2001.0,2.0,3.1,90.0,42930.0,
27993,Druids,ChristopherLambert,KlausMariaBrandauer,MaxvonSydow,InesSastre,Jacques Dorfmann,,,Rospo Pallenberg, Norman Spinrad, Jacques Dorfmann,,"0,00000",Historique,,,,,,,France,24.0,1.0,2001.0,2.0,2.2,142.0,222602.0,
28104,La Vérité si je mens ! 2,RichardAnconina,JoseGarcia,GadElmaleh,BrunoSolo,Thomas Gilou,,,Gérard Bitton, Michel Munz,,,"0,03340",Comédie,,,,,,,France,7.0,2.0,2001.0,2.0,3.7,105.0,2830489.0,17317084.0
28109,La lengua de las mariposas,FernandoFernanGomez,ManuelLozanoOpispo,UxiaBlanco,MartinUriarte,José Luis Cuerda,,,Rafael Azcona, Manuel Rivas,,,"0,01122",Comédie dramatique,,,,,,,Espagne,10.0,5.0,2000.0,2.0,2.9,95.0,42001.0,2092682.0
28111,Va savoir,CatherineRouvel,ClaudeBerri,AttilioCucari,BettinaKee,Jacques Rivette,,,Pascal Bonitzer, Christine Laurent, Luigi Pirandello,,"0,02516",Comédie dramatique, Judiciaire, Romance,,,,,France,10.0,10.0,2001.0,2.0,4.5,220.0,83347.0,907323.0
28113,La Chambre des Officiers,EricCaravaca,DenisPodalydes,GregoriDerangere,SabineAzema,François Dupeyron,,,François Dupeyron, Marc Dugain,,,"0,02552",Drame, Guerre,,,,,,France,26.0,9.0,2001.0,2.0,3.7,135.0,198226.0,1200976.0
28115,Liberté-Oléron,DenisPodalydes,GuilaineLondez,ArnaudJalbert,AngeRuze,Bruno Podalydès,,,Bruno Podalydès, Denis Podalydès,,,"0,01549",Comédie,,,,,,,France,20.0,6.0,2001.0,2.0,3.4,107.0,70059.0,
28175,Chaos,VincentLindon,CatherineFrot,RachidaBrakni,LineRenaud,Coline Serreau,,,Coline Serreau,,,,"0,02579",Comédie dramatique,,,,,,,France,3.0,10.0,2001.0,2.0,3.3,109.0,366179.0,
28235,The Score,RobertDeNiro,EdwardNorton,MarlonBrando,AngelaBassett,Frank Oz,,,Kario Salem, Lem Dobbs, Scott Marshall Smith,,"0,03024",Action, Policier, Thriller,,,,,U.S.A.,8.0,8.0,2001.0,2.0,3.2,123.0,271668.0,68000000.0
28244,L'Art (délicat) de la séduction,PatrickTimsit,CeciledeFrance,RichardBerry,AlainChabat,Richard Berry,,,Richard Berry, Jean-Pierre Aubert,,,"0,01185",Comédie, Romance,,,,,,France,21.0,3.0,2001.0,2.0,2.5,95.0,220274.0,
28254,La Faute à Voltaire,SamiBouajila,AureAtika,ElodieBouchez,BrunoLochet,Abdellatif Kechiche,,,Abdellatif Kechiche, Abdellatif Kechiche,,,"0,00661",Drame,,,,,,,France,14.0,2.0,2001.0,2.0,3.7,133.0,33387.0,
28293,Félix et Lola,DiomaySarr,CharlotteGainsbourg,PhilippeTorreton,AlainBashung,Patrice Leconte,,,Patrick Cauvin, Patrice Leconte, Patrick Cauvin,,"0,03024",Comédie dramatique,,,,,,,France,7.0,3.0,2001.0,2.0,2.8,89.0,39322.0,9475.0
28355,Men in Black II,WillSmith,TommyLeeJones,RipTorn,LaraFlynnBoyle,Barry Sonnenfeld,,,Robert Gordon, Barry Fanaro, Lowell Cunningham,,"0,01407",Comédie, Science Fiction,,,,,,U.S.A.,7.0,8.0,2002.0,2.0,3.1,90.0,2141755.0,140000000.0
28356,Ali,WillSmith,JamieFoxx,JonVoight,JeffreyWright,Michael Mann,,,Gregory Allen Howard, Stephen J. Rivele, Eric Roth,,"0,02579",Biopic, Drame,,,,,,U.S.A.,20.0,2.0,2002.0,2.0,3.9,158.0,505352.0,107000000.0
28359,The Pianist,AdrienBrody,ThomasKretschmann,EmiliaFox,EdStoppard,Roman Polanski,,,Ronald Harwood, Roman Polanski, Wladyslaw Szpilman,,"0,02579",Drame, Historique,,,,,,France,25.0,9.0,2002.0,2.0,4.1,148.0,379604.0,35000000.0
28363,Thir13en Ghosts,ShannonElizabeth,TonyShalhoub,F.MurrayAbraham,MatthewLillard,Steve Beck,,,Neal Stevens, Richard D&#039;Ovidio, Robb White,,"0,01407",Fantastique, Epouvante-horreur,,,,,,U.S.A.,16.0,1.0,2002.0,2.0,2.3,91.0,147613.0,42000000.0
28367,2046,TonyLeungChiu-Wai,GongLi,TakuyaKimura,FayeWong,Wong Kar-Wai,,,Wong Kar-Wai,,,,"0,01496",Drame,,,,,,,Hong-Kong,20.0,10.0,2004.0,2.0,4.2,129.0,149026.0,12000000.0
28368,24 heures de la vie d'une femme,AgnesJaoui,MichelSerrault,NikolajCoster-Waldau,ClementVanDenBergh,Laurent Bouhnik,,,Gilles Taurand, Laurent Bouhnik, Stefan Zweig,,"0,01548",Drame, Romance,,,,,,France,8.0,1.0,2003.0,2.0,3.2,105.0,110920.0,12517200.0
28369,3 Zéros,LorantDeutsch,SamuelLeBihan,GerardLanvin,GerardDarmon,Fabien Onteniente,,,Fabien Onteniente, Philippe Guillard, Emmanuel Booz,,"0,02579",Comédie,,,,,,,France,24.0,4.0,2002.0,2.0,3.4,97.0,509201.0,6416410.0
28374,40 Days and 40 Nights,JoshHartnett,ShannynSossamon,PauloCostanzo,AdamTrese,Michael Lehmann,,,Robert Perez, Rob Perez,,,"0,02331",Comédie,,,,,,,France,10.0,7.0,2002.0,2.0,2.2,96.0,357007.0,17000000.0
28377,3000 Miles to Graceland,KurtRussell,KevinCostner,CourteneyCox,KevinPollak,Demian Lichtenstein,,,Richard Recco, Demian Lichtenstein,,,"0,03340",Action, Policier, Thriller,,,,,U.S.A.,1.0,8.0,2001.0,2.0,2.9,125.0,24968.0,62000000.0
28384,A Beautiful Mind,RussellCrowe,EdHarris,JenniferConnelly,PaulBettany,Ron Howard,,,Akiva Goldsman,,,,"0,02331",Drame,,,,,,,U.S.A.,13.0,2.0,2002.0,2.0,2.8,134.0,215506.0,58000000.0
28388,In the Cut,NickDamici,PatriceO&#039;Neal,SharrieffPugh,HeatherLitteer,Jane Campion,,,Jane Campion, Susanna Moore, Susanna Moore,,"0,03024",Erotique, Thriller,,,,,,U.S.A.,17.0,12.0,2003.0,2.0,3.5,102.0,135900.0,12000000.0
28389,Betty Fisher et autres histoires,SandrineKiberlain,NicoleGarcia,MathildeSeigner,EdouardBaer,Claude Miller,,,Claude Miller, Ruth Rendell,,,"0,01549",Drame,,,,,,,France,24.0,10.0,2001.0,2.0,3.4,101.0,88209.0,1251016.0
28401,Inch'allah dimanche,FejriaDeliba,ZinedineSoualem,Marie-FrancePisier,AminaAnnabi,Yamina Benguigui,,,Yamina Benguigui,,,,"0,02552",Drame,,,,,,,France,5.0,12.0,2001.0,2.0,3.4,98.0,37848.0,386634.0
28417,Little Senegal,SotiguiKouyate,SharonHope,RoschdyZem,KarimKoussein-Traore,Rachid Bouchareb,,,Rachid Bouchareb, Olivier Lorelle,,,"0,00752",Drame,,,,,,,Algérie,18.0,4.0,2001.0,2.0,3.8,98.0,41634.0,425346.0
28418,About a Boy,HughGrant,ToniCollette,RachelWeisz,NicholasHoult,Paul Weitz, Chris Weitz,,Chris Weitz, Paul Weitz, Peter Hedges,,"0,02158",Comédie, Drame,,,,,,U.S.A.,13.0,11.0,2002.0,2.0,3.7,105.0,274846.0,30000000.0
28420,About Schmidt,JackNicholson,KathyBates,HopeDavis,DermotMulroney,Alexander Payne,,,Alexander Payne, Jim Taylor, Louis Begley,,"0,04368",Comédie, Drame,,,,,,U.S.A.,5.0,3.0,2003.0,2.0,3.2,125.0,162803.0,30000000.0
28423,Absolument fabuleux,JosianeBalasko,NathalieBaye,MarieGillain,VincentElbaz,Gabriel Aghion,,,Gabriel Aghion, Dawn French, Pierre Palmade,,"0,02579",Comédie,,,,,,,France,29.0,8.0,2001.0,2.0,2.3,105.0,645398.0,150122.0
28427,Te wu mi cheng,JackieChan,EricTsang,VivianHsu,MinKim,Teddy Chan,,,Ivy Ho,,,,"0,02295",Action, Comédie, Thriller,,,,,U.S.A.,27.0,8.0,2003.0,2.0,2.4,83.0,86191.0,
28430,Intolerable Cruelty,GeorgeClooney,CatherineZeta-Jones,GeoffreyRush,BillyBobThornton,Joel Coen, Ethan Coen,,Ethan Coen, Joel Coen, Robert Ramsey,,"0,02331",Comédie, Romance,,,,,,U.S.A.,19.0,11.0,2003.0,2.0,4.0,100.0,563086.0,60000000.0
28439,Irène,CeciledeFrance,BrunoPutzulu,OlivierSitruk,PatrickChesnais,Ivan Calbérac,,,Eric Assous, Ivan Calbérac, Benoit Labourdette,,"0,02585",Comédie, Romance,,,,,,France,26.0,6.0,2002.0,2.0,3.0,98.0,66360.0,1028516.0
28446,J'ai oublié de te dire,OmarSharif,EmilieDequenne,AnneCanovas,FranckGourlat,Laurent Vinas-Raymond,,,Laurent Vinas-Raymond,,,,"0,01105",Drame,,,,,,,France,28.0,4.0,2010.0,2.0,2.5,100.0,21272.0,
28447,J'ai faim !!!,CatherineJacob,MicheleLaroque,GaranceClavel,IsabelleCandelier,Florence Quentin,,,Florence Quentin,,,,"0,01122",Comédie,,,,,,,France,7.0,11.0,2001.0,2.0,2.6,97.0,218247.0,1175955.0
28469,Hyena,PeterFerdinando,StephenGraham,NeilMaskell,ElisaLasowski,Gerard Johnson,,,Gerard Johnson,,,,"0,01849",Policier, Drame,,,,,,Grande-Bretagne,6.0,5.0,2015.0,2.0,3.0,112.0,5432.0,3401.0
28470,Je rentre à la maison,MichelPiccoli,CatherineDeneuve,LeonorBaldaque,LeonorSilveira,Manoel de Oliveira,,,Manoel de Oliveira, Eugène Ionesco, William Shakespeare,,"0,00822",Comédie dramatique,,,,,,,Portugal,12.0,9.0,2001.0,2.0,4.7,150.0,57512.0,450366.0
28472,Imposture,PatrickBouchitey,LaetitiaChardonnet,IsabelleRenauld,ArianeAscaride,Patrick Bouchitey,,,Patrick Bouchitey, Jackie Berroyer, Gilles Laurent,,"0,02372",Drame, Thriller,,,,,,France,25.0,5.0,2005.0,2.0,3.4,100.0,43644.0,444669.0
28474,Ma femme est une actrice,CharlotteGainsbourg,YvanAttal,TerenceStamp,NoemieLvovsky,Yvan Attal,,,Yvan Attal,,,,"0,03024",Comédie, Drame, Romance,,,,,France,14.0,11.0,2001.0,2.0,3.8,90.0,255897.0,750610.0
28478,Jeepers Creepers,JustinLong,GinaPhilips,JonathanBreck,EileenBrennan,Victor Salva,,,Victor Salva,,,,"0,02579",Aventure, Drame, Epouvante-horreur, Thriller,,,,Allemagne,8.0,1.0,2002.0,1.0,3.4,90.0,109882.0,10000000.0
28493,"Help, I'm a Fish",,,,,Greg Manwaring, Michael Hegner, Stefan Fjeldmark,Stefan Fjeldmark, Karsten Kiilerich, John Stefan Olsen,,"0,01185",Aventure, Animation, Comédie, Drame, Famille, Fantastique, Science Fiction,Danemark,11.0,4.0,2001.0,2.0,3.7,80.0,51810.0,
28494,John Q,DenzelWashington,RobertDuvall,AnneHeche,RayLiotta,Nick Cassavetes,,,James Kearns,,,,"0,04368",Drame, Thriller,,,,,,U.S.A.,6.0,3.0,2002.0,2.0,2.3,116.0,122897.0,36000000.0
28501,America's Sweethearts,JuliaRoberts,CatherineZeta-Jones,JohnCusack,HankAzaria,Joe Roth,,,Billy Crystal, Peter Tolan,,,"0,01407",Comédie, Romance,,,,,,U.S.A.,31.0,10.0,2001.0,2.0,3.0,102.0,367749.0,46000000.0
28504,Malena,MonicaBellucci,GuiseppeSulfaro,LucianoFederico,GaetanoAronica,Giuseppe Tornatore,,,Giuseppe Tornatore, Luciano Vincenzoni,,,"0,02158",Drame, Romance,,,,,,Italie,27.0,6.0,2001.0,2.0,3.0,108.0,57282.0,3448233.0
28510,Anatomie,KarlFridrich,SusanneGrabe,JohannesNikolussi,AnnaBruggemann,Stefan Ruzowitzky,,,Stefan Ruzowitzky,,,,"0,01407",Thriller,,,,,,,Allemagne,16.0,5.0,2001.0,2.0,2.6,99.0,39099.0,
